exp,seed,sigma0,depth,width,t,t_frac,relmse,train_sec,beta,mu_box,d,K,steps,batch_size,lr,eval_n,eval_batch,score_chunk
exp_width,5.0,0.1,4.0,2048.0,0.3,0.3,0.0024793545337865952,236.63101649284363,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,5.0,0.1,4.0,2048.0,0.5,0.5,0.001538882430473821,237.025545835495,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,5.0,0.1,4.0,2048.0,0.7,0.7,0.0009643090977554138,237.57154655456543,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,5.0,0.1,4.0,2048.0,0.9,0.9,0.001261529997962327,237.98694324493408,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,128.0,0.1,0.1,0.03594366925231924,42.33048987388611,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,128.0,0.3,0.3,0.0392186415476217,41.854264974594116,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,128.0,0.5,0.5,0.00870180010471449,41.79268527030945,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,128.0,0.7,0.7,0.005706895522375799,42.37531328201294,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,128.0,0.9,0.9,0.004850116210589724,42.043718338012695,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,256.0,0.1,0.1,0.007349324974363494,41.50035858154297,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,256.0,0.3,0.3,0.02129788350079831,42.521310806274414,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,256.0,0.5,0.5,0.004738216600843295,42.13144850730896,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,256.0,0.7,0.7,0.002513146104581288,42.01730298995972,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,256.0,0.9,0.9,0.0020053497677878116,41.8965277671814,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,512.0,0.1,0.1,0.0067186588435311,41.62315535545349,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,512.0,0.3,0.3,0.005150995886713578,42.18694496154785,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,512.0,0.5,0.5,0.002413274291535148,41.74029326438904,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,512.0,0.7,0.7,0.0014413022551993694,43.14482402801514,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,512.0,0.9,0.9,0.0014552151199829142,42.738468408584595,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,1024.0,0.1,0.1,0.003330734103822253,72.87076544761658,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,1024.0,0.3,0.3,0.0036494429855559864,73.63069939613342,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,1024.0,0.5,0.5,0.0024898145965743745,74.013916015625,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,1024.0,0.7,0.7,0.0008643912318707108,74.34342622756958,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,1024.0,0.9,0.9,0.0008847609051484783,74.32765340805054,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,2048.0,0.1,0.1,0.002402058431270628,236.0922315120697,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,2048.0,0.3,0.3,0.0030456040502343535,236.7555708885193,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,2048.0,0.5,0.5,0.001448159087579808,236.93618822097778,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,2048.0,0.7,0.7,0.0014177037878090521,237.321435213089,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,6.0,0.1,4.0,2048.0,0.9,0.9,0.0017886762001273876,237.0905933380127,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,128.0,0.1,0.1,0.03368502546637402,42.117719888687134,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,128.0,0.3,0.3,0.04216024209859125,41.884296894073486,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,128.0,0.5,0.5,0.009757986659514356,43.48373866081238,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,128.0,0.7,0.7,0.004495771100505421,42.409868478775024,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,128.0,0.9,0.9,0.005384057684636252,41.669692516326904,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,256.0,0.1,0.1,0.009080933262375553,43.31076765060425,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,256.0,0.3,0.3,0.017875040504477586,42.65343356132507,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,256.0,0.5,0.5,0.005215813606139732,42.19777822494507,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,256.0,0.7,0.7,0.0024387113734484086,42.109089374542236,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,256.0,0.9,0.9,0.004444947004840275,42.71008920669556,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,512.0,0.1,0.1,0.005228731082735665,41.627443075180054,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,512.0,0.3,0.3,0.004826089744249335,41.630454540252686,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,512.0,0.5,0.5,0.0036748087987955587,42.495447635650635,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,512.0,0.7,0.7,0.0015459746422160274,41.44995737075806,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,512.0,0.9,0.9,0.003278168415249375,42.5989875793457,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,1024.0,0.1,0.1,0.003452825602806097,72.48334860801697,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,1024.0,0.3,0.3,0.0025748371803966832,73.31986284255981,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,1024.0,0.5,0.5,0.0020174954575290925,73.79980421066284,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,1024.0,0.7,0.7,0.0009572805408506157,74.11342072486877,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,1024.0,0.9,0.9,0.0021434550726165767,74.13829326629639,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,2048.0,0.1,0.1,0.0024109486979618554,236.31494617462158,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,2048.0,0.3,0.3,0.0020418354591919385,237.1121368408203,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,2048.0,0.5,0.5,0.0014626549739068177,237.12756824493408,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,2048.0,0.7,0.7,0.0016901967679279232,236.83150720596313,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,7.0,0.1,4.0,2048.0,0.9,0.9,0.0011462101232845492,236.5492353439331,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,128.0,0.1,0.1,0.03265062254029309,42.59175682067871,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,128.0,0.3,0.3,0.04085764667335807,42.83913254737854,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,128.0,0.5,0.5,0.008400975015704875,42.296430587768555,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,128.0,0.7,0.7,0.005670124915206157,42.044052600860596,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,128.0,0.9,0.9,0.004492593974448662,41.47486448287964,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,256.0,0.1,0.1,0.010503809791346227,44.28587985038757,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,256.0,0.3,0.3,0.018095965143134045,42.14747333526611,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,256.0,0.5,0.5,0.004507571626234264,42.463852643966675,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,256.0,0.7,0.7,0.00186997045016068,43.96273231506348,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,256.0,0.9,0.9,0.00452526363056293,42.35760951042175,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,512.0,0.1,0.1,0.006462285305319142,41.48912858963013,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,512.0,0.3,0.3,0.005158174030733535,41.669312477111816,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,512.0,0.5,0.5,0.0030289422514776882,41.9635443687439,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,512.0,0.7,0.7,0.0026562658549030807,41.60366868972778,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,512.0,0.9,0.9,0.002071444490680832,42.760576248168945,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,1024.0,0.1,0.1,0.002903253130024775,72.59857034683228,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,1024.0,0.3,0.3,0.003114707491506187,73.55630207061768,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,1024.0,0.5,0.5,0.0022829457909077453,74.11203646659851,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,1024.0,0.7,0.7,0.0008656495138122426,74.60587668418884,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,1024.0,0.9,0.9,0.000680979125674422,74.59557390213013,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,2048.0,0.1,0.1,0.0021851497611745287,238.13806343078613,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,2048.0,0.3,0.3,0.002287846041469082,238.23478960990906,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,2048.0,0.5,0.5,0.0016236451224715487,237.25593757629395,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,2048.0,0.7,0.7,0.0012611429221443557,236.80673623085022,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,8.0,0.1,4.0,2048.0,0.9,0.9,0.0009101453072765965,236.81040263175964,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,128.0,0.1,0.1,0.03263178265951652,42.33283352851868,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,128.0,0.3,0.3,0.039457093570816414,42.53576898574829,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,128.0,0.5,0.5,0.008643997262631875,41.75117826461792,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,128.0,0.7,0.7,0.005694489055825887,41.36835503578186,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,128.0,0.9,0.9,0.0052275085824212905,43.00678277015686,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,256.0,0.1,0.1,0.009476594076993777,42.29823875427246,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,256.0,0.3,0.3,0.022786017100940994,42.18367910385132,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,256.0,0.5,0.5,0.005127235068856624,43.59104919433594,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,256.0,0.7,0.7,0.00456845675504707,41.740060567855835,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,256.0,0.9,0.9,0.001973120814962078,42.553247690200806,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,512.0,0.1,0.1,0.004538496260048925,41.85728669166565,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,512.0,0.3,0.3,0.00575005215594721,41.72562289237976,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,512.0,0.5,0.5,0.003133768024591749,42.61127257347107,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,512.0,0.7,0.7,0.0012712839012756563,41.4405734539032,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,512.0,0.9,0.9,0.0015407844895608998,41.51822757720947,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,1024.0,0.1,0.1,0.0032750322894296306,72.42431545257568,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,1024.0,0.3,0.3,0.004139117024833246,73.14548397064209,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,1024.0,0.5,0.5,0.001792109065916422,73.67007660865784,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,1024.0,0.7,0.7,0.0017114228978564333,74.01858377456665,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,1024.0,0.9,0.9,0.001267928986196492,74.08845114707947,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,2048.0,0.1,0.1,0.002314639770432653,236.36902022361755,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,2048.0,0.3,0.3,0.0022749159123064216,237.4318883419037,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,2048.0,0.5,0.5,0.0013854297262990253,237.61875295639038,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,2048.0,0.7,0.7,0.0009459687004936166,237.9429829120636,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,9.0,0.1,4.0,2048.0,0.9,0.9,0.0013729865770845554,237.96243524551392,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
